1,13,17,19,28 1 0 4
18,19,20,23,27 6 0 6
0,5,6,21,23 9 0 3
3,17,18,24,26 10 0 4
6,10,13,17,29 1 0 6
8,10,12,22,28 5 0 1
0,13,22,24,30 0 0 4
8,10,13,20,22 2 0 1
4,8,16,17,20 4 0 3
4,8,14,20,25 14 0 4
8,21,25,29,30 14 0 6
3,6,8,16,24 1 0 35
5,8,12,23,29 9 0 10
10,19,22,25,28 9 0 4
1,8,27,28,31 15 0 2
0,1,4,22,31 4 0 6
1,2,3,7,20 7 0 35
2,4,14,21,29 1 0 3
8,12,21,26,30 2 0 10
0,4,27,28,30 3 0 15
0,8,10,11,12 3 0 1
1,16,20,24,31 15 0 20
3,4,21,26,30 14 0 10
0,6,7,18,27 3 0 6
1,7,12,23,27 0 0 10
